_UNK_,_UNK_
anything,NN
hesitating,JJ
merry,NN
darted,VBN
turning,VBG
mocking,NN
watch,NN
slowly,RB
obligation,NN
deserved,VBD
mercy,NN
exposed,VBD
shower,NN
reproach,NN
chaff,NN
gibing,NN
ode,NN
substituting,VBG
Betsa,NNP
wherever,NN
spite,NN
jocularity,NN
under-current,JJ
real,JJ
anger,NN
considered,VBD
treating,VBG
aged,VBN
thirty,NN
presumably,RB
heat,NN
glowed,VBD
wrongs,NNS
each,DT
solitary,JJ
leading,VBG
meadows,NNS
explosion,NN
acknowledged,VBD
design,NN
meeting,NN
opening,VBG
iniquity,NN
eleven,RB
stealthy,NN
ashamed,VBD
excursions,NNS
hailed,VBD
diversion,NN
shown,VBN
pushed,VBD
beer,NN
jug,NN
Help,VB
yourself,PRP
draught,NN
sleeve,NN
offense,NN
gentlemen,NNS
None,NN
chairmanship,NN
seeming,VBG
slightly,RB
embarrassed,VBN
repeated,VBD
bin,JJ
Michaelmas,NNP
pause,NN
chairman,NN
expressed,VBD
views,NNS
Off,NNP
added,VBD
candidly,RB
shrunk,VBN
rested,VBD
hidden,JJ
drops,NNS
trickled,VBD
nose,NN
seems,VBZ
deal,NN
judicially,RB
faithful,VBP
conceded,VBD
Develop,VB
complaint,NN
row,NN
Since,IN
saucy,JJ
prefers,NNS
collectively,RB
wise,JJ
Beg,NNP
pardon,NN
fat,NN
fist,VBP
thump,NN
aint,RB
unsettles,NNS
'er,NN
s'pose,VBP
ye,VB
Another,DT
ensued,VBN
consultation,NN
proceed,VB
declare,VB
Never,RB
Robertson,NNP
seed,NN
'im,VBZ
accusing,VBG
angel,NN
giving,VBG
wet,NN
dab,NN
interposed,VBD
suavely,RB
probably,RB
feels,VBZ
entirely,RB
enter,VBP
plea,NN
guilty,JJ
gravely,RB
pulled,VBD
forelock,NN
jostled,VBD
breathless,JJ
utterance,NN
choose,VBP
paused,VBN
harsh,JJ
front,NN
fighting,NN
begging,VBG
May,NNP
pupils,NNS
arose,VBD
heavily,RB
Hold,VB
tongue,NN
answer,VB
God,NNP
salute,NN
Thucydides,NNS
part,NN
considerable,JJ
constructing,VBG
fancy-born,JJ
social,JJ
superior,JJ
refused,VBD
fit,VB
frame,NN
glamour,NN
station,NN
faced,VBN
alternative,NN
chosen,VBN
merely,RB
reversal,NN
ordinary,JJ
roles,NNS
rest,VB
conjecture,NN
others,NNS
bedroom,NN
vicar,NN
pipe,NN
waited,VBD
smoked,VBD
ear,NN
raised,VBD
shrillness,VB
Be,VB
'Ere,POS
switch,NN
wiping,VBG
apron,NN
hazel,NN
guide,VB
errant,JJ
cows,NNS
red,JJ
Lor,NN
Let,VB
Mother,NNP
crying,VBG
violently,RB
scolding,VBG
fault,NN
Come,NNP
dim,NN
breaking,VBG
clouds,NNS
Who,WP
Seems,VBZ
everybody,NN
commented,VBD
resentfully,RB
grammarian,NN
abroad,RB
Not,RB
Notions,NNS
differ,VBP
pressed,VBD
point,NN
emphasize,VB
unduly,RB
aspect,NN
subject,NN
letting,VBG
tackled,VBN
pleasantly,RB
cast,VBD
careful,JJ
snapping,VBG
'ud,NNP
attitude,NN
whole-heartedness,NN
shock,NN
happy,JJ
church,NN
purse,NN
bowed,VBD
mightily,RB
asseverating,VBG
robs,VBZ
resource,NN
pronounced,VBD
making,VBG
mouthpiece,NN
filled,VBN
sidled,VBD
construing,VBG
taken,VBN
refuge,NN
wagged,VBD
significantly,RB
apparently,RB
task,NN
bell,VB
cat,NN
mantelpiece,NN
match,NN
box,NN
applied,VBD
punctuating,VBG
interspersed,JJ
puffings,NNS
to-morrow,NN
kept,VBD
Thank,NNP
Aeschylus,CC
noisy,JJ
below,IN
par,NN
cheering,VBG
Anyhow,RB
expedition,NN
grocer,NN
demand,NN
champagne,NN
choicest,NN
sherry,NN
goods,NNS
bag,NN
revel,NN
bread,NN
cheese,NN
largely,RB
sang,VBP
amid,IN
boisterousness,NN
horseplay,NN
asleep,VBN
clock,NN
awoke,VBP
sound,NN
movement,NN
lay,VBD
creaked,VBD
fully,RB
gliding,VBG
Some,DT
impulse,JJ
likely,JJ
jump,NN
seize,VB
flannel,NN
jacket,NN
hastily,RB
outside,RB
visible,JJ
moonlight,NN
mounting,VBG
yard,NN
peer,VB
windows,NNS
unresponsive,JJ
twenty,VB
yards,NNS
cautiously,RB
signs,NNS
stream,NN
leaped,VBD
brain,NN
drown,VB
Surely,RB
desperate,JJ
lover,NN
ramble,JJ
sad,JJ
scenes,NNS
irrational,JJ
infatuation,NN
hung,VBP
edge,NN
deep,RB
high,JJ
bank,NN
willows,NNS
clasped,VBD
crouched,VBD
alert,JJ
swimmer,NN
power,NN
pull,VB
prevent,VB
jumping,VBG
rise,VB
brink,NN
sit,VBP
shiver,RB
stillness,NN
summer,NN
strangest,JJS
saddest,JJS
catching,VBG
drifted,VBD
sobbing,VBG
sobs,NN
loud,NN
fell,VBD
subdued,JJ
stress,NN
intolerable,JJ
pain,NN
aloud,NN
poised,VBN
cry,NN
heap,NN
hope,VBP
moon,NN
paled,VBD
brushed,VBD
slunk,JJ
Had,VBD
ground,NN
narrowly,RB
avoided,VBD
quickened,VBD
overtook,VBD
laid,VBD
remember,VBP
nurse,NN
average,JJ
squatting,VBG
infernal,JJ
months,NNS
rights,NNS
dazed,JJ
sort,NN
dare,VBP
wedding,NN
dozen,NN
port,NN
dance,VB
polished,VBN
managed,VBD
Indeed,RB
ends,VBZ
scoldings,NNS
refer,VB
yours,NNS
ostentatiously,RB
pursued,VBD
ill,JJ
Would,NNP
message,NN
send,VB
afraid,JJ
malice,NN
allowances,NNS
forgive,VBP
Him,NN
Precisely,RB
beats,VBZ
villain,NN
scolded,VBD
promised,VBN
escaped,VBD
mainly,RB
Audrey,NNP
Liston,NNP
Poltons,NNS
cousin,NN
Dora,NNP
Polton,NNP
informed,VBD
complain,VB
six-and-twenty,NN
paper,NN
duty,NN
habit,NN
describing,VBG
authoress,NN
three-volume,JJ
novels,NNS
literary,JJ
modestly,RB
language,NN
embraced,VBD
bugbear,NN
correctness,NN
confess,VBP
sympathize,VBP
diligent,JJ
worked,VBD
impeachment,NN
deny,VB
characters,NNS
exclaim,VB
artist,NN
maintain,VB
sometimes,RB
photographed,VBN
pretend,VBP
afflicted,VBN
process,NN
levied,VBN
discussing,VBG
notorious,JJ
figured,VBD
guise,NN
misogynistic,JJ
genius,NN
lengthened,VBD
thickened,VBN
converted,VBD
indeterminate,JJ
brown,NN
dusky,JJ
drooping,VBG
mustache,NN
invested,VBD
workaday,JJ
magnetic,JJ
attraction,NN
availed,VBD
passing,NN
uncommonly,JJ
disagreeable,JJ
tolerably,RB
presented,VBD
content,JJ
serve,VB
reckoned,VBD
rate,NN
production,NN
Fate,NNP
provided,VBD
patterns,NNS
Sir,NNP
Gilbert,NNP
Chillington,NNP
Pamela,NNP
Myles,NNP
apprized,VBN
study,NN
protagonists,NNS
types,NNS
type,NN
victims,NNS
welcome,JJ
former,JJ
dull,JJ
offer,VB
salient,NN
novelty,NN
tall,JJ
broad,JJ
possessed,VBD
manner,NN
enviable,JJ
placidity,NN
exactly,RB
heroine,NN
haughty,NN
capricious,JJ
difficile,JJ
mentally,RB
skimming,JJ
Volume,NN
agreed,VBD
conception,NN
declared,VBD
justice,NN
artistic,JJ
possibilities,NNS
latent,NN
tax,NN
skill,NN
reproduce,VB
proposed,VBD
also,RB
attributed,VBD
shrinking,NN
difficulties,NNS
misunderstanding,NN
lighting,VBG
About,IN
volume,NN
interesting,JJ
inquiringly,RB
age,NN
subjects,NNS
plain,JJ
sailing,NN
puzzle,VB
tragic,JJ
interests,NNS
tenderhearted,JJ
pleaded,VBD
marriage,NN
bells,NNS
idea,NN
heart-broken,JJ
separation,NN
mutual,JJ
lifelong,JJ
hopeless,JJ
devotion,NN
complexity,NN
less,RBR
further,JJ
wrong,JJ
considering,VBG
worthy,NN
discerned,VBD
smothered,JJ
self-appreciation,NN
admiration,NN
remote,VBP
aggressiveness,NN
commonplace,NN
vanity,NN
indiscretion,NN
chaffed,VBN
risks,NNS
disgusted,VBN
neither,RB
plume,VB
feathers,NNS
attempt,NN
disclaiming,VBG
fitness,NN
responsibility,NN
conviction,NN
portrait,NN
painted,VBN
due,JJ
opportunities,NNS
meditative,JJ
quick,JJ
pick,VB
wants,VBZ
assured,VBD
somberly,RB
consequence,NN
precisely,RB
proceeded,VBD
afford,VB
chance,NN
appraising,VBG
character,NN
plumbing,VBG
depths,NNS
soul,NN
action,NN
beguile,VB
holiday,NN
country,NN
difference,NN
healthy,JJ
scorn,NN
confidently,RB
based,VBN
ignorance,NN
condoled,VBD
false,JJ
implied,JJ
deserted,VBD
mercies,NNS
frivolous,JJ
aggrieved,VBD
imagined,VBD
accept,VB
persisted,VBD
supply,VB
resources,NNS
large,JJ
supplement,NN
passion,NN
deficient,JJ
commodity,NN
re-enforcement,NN
art,NN
adept,JJ
straightforward,NN
method,NN
claim,VB
Friday,NNP
riding,VBG
squire,NN
visiting,VBG
usually,RB
sacred,VBN
pen,NN
obstruction,NN
novel,NN
thinking,VBG
altering,VBG
scheme,NN
Wynne,NNP
Have,VBP
Such,PDT
occurs,VBZ
mistake,NN
Till,NNP
Sometimes,RB
unwilling,JJ
admission,NN
sees,VBZ
meets,VBZ
grave,NN
stole,VBP
creation,NN
ecstasy,NN
doubted,VBD
Without,IN
pretending,VBG
subtlety,NN
needful,JJ
human,JJ
finally,RB
evoked,VBN
evolution,NN
troublesome,JJ
encumbrance,NN
writing,VBG
vulgarly,RB
plot,NN
appreciate,VB
shallow,JJ
People,NNS
manage,VB
using,VBG
treatment,NN
valuable,JJ
foil,NN
generously,RB
colored,VBD
suspicion,NN
Perhaps,RB
materials,NNS
suggested,VBD
dispassionate,JJ
humbly,RB
beyond,IN
enjoyed,VBD
society,NN
showed,VBD
incense,NN
nostrils,NNS
overhear,JJ
fragments,NNS
ideas,NNS
revealing,VBG
tactful,JJ
inquiries,NNS
relish,NN
lighter,NN
relief,NN
refreshing,VBG
escape,VB
self-analysis,NN
conducted,VBN
pleasantest,NN
devoted,VBN
maintaining,VBG
cordial,JJ
relations,NNS
whose,WP$
comfortable,JJ
over-tragical,JJ
disposal,NN
taxing,VBG
definitely,RB
planned,VBN
nay,CC
bursts,NNS
actually,RB
experience,VB
wound,NN
alacrity,NN
decency,NN
substitute,NN
poured,VBN
efforts,NNS
respect,NN
living,VBG
unless,IN
justified,VBN
bring,VBG
unhappiness,NN
plunged,VBD
enabled,VB
reader,NN
preserve,VB
cheerfulness,NN
become,VB
briefly,NN
metaphorically,RB
dog,NN
heels,NNS
skilled,VBN
understanding,VBG
artifices,NNS
transformation,NN
forth,RP
prettiest,JJS
gowns,NN
sea-saw,NN
recently,RB
established,VBN
attentions,NNS
undivided,VBN
regarded,VBD
talks,NNS
business,NN
claimed,VBD
prepared,JJ
obey,VB
establish,VB
grievance,NN
manifesting,VBG
obedience,NN
meals,NNS
exchange,NN
wistful,JJ
longing,NN
strolling,VBG
goes,VBZ
lately,RB
settled,VBN
happily,RB
stick,VB
whisper,NN
miserable,JJ
cordially,RB
agree,VBP
withdraw,VB
drawing-room,NN
forlorn,JJ
distinctness,NN
rays,NNS
setting,NN
sun,NN
Led,VBN
friendliness,NN
paying,VBG
court,NN
coffee,VBN
terrace,NN
silent,JJ
resolute,JJ
wandered,VBD
shrubbery,NN
slow,JJ
impertinent,NN
attribute,VB
slowness,NN
undoubtedly,RB
existed,VBN
revenge,NN
assumption,NN
purposely,RB
obviously,RB
unreal,JJ
wait,VB
bid,VB
goodnight,VBD
bold,NN
answering,VBG
Wish,JJ
Anything,VBG
wanderers,NNS
usual,JJ
passive,JJ
radiant,NN
drawing,NN
lingered,VBD
invented,VBN
finest,JJS
stars,NNS
dreamy,JJ
ejaculation,NN
strode,VBD
tread,NN
slammed,VBD
altered,JJ
suspicions,NNS
wanting,VBG
to-night,JJ
Whereupon,IN
gods,NNS
bother,VB
hulking,NN
reflections,NNS
injustice,NN
eminent,NN
author,NN
perfectly,RB
honorable,JJ
somewhat,RB
dense,JJ
dirt,NN
expressing,VBG
quantities,NNS
infinite,JJ
humility,NN
severe,JJ
length,NN
join,VB
laurel-bushes,JJ
mark,NN
shrubberies,NNS
threshold,NN
crime,NN
repentant,JJ
sinner,NN
inevitable,JJ
chapter,NN
glimmer,NN
armed,VBN
neatest,JJS
speeches,NNS
lovers,NNS
ounce,NN
strictest,JJS
canons,NNS
propriety,NN
fulfilled,VBD
expectations,NNS
letter,NN
hoped,VBN
displayed,VBN
consciousness,NN
belief,NN
events,NNS
recorded,VBN
retained,VBD
retains,VBZ
purely,RB
offered,VBD
problem,NN
inspiring,JJ
theme,NN
An,DT
ingenious,JJ
evidence,NN
argues,VBZ
subtle,JJ
magnificent,JJ
conceit,NN
humbler,NN
engagement,NN
accomplished,VBN
gloves,NNS
buttoned,VBD
carefully,RB
adopted,VBN
bluntly,RB
Rather,RB
late,JJ
enlaced,VBD
intent,JJ
tragical,JJ
wheels,NNS
audible,JJ
gravel,NN
drive,NN
apprehensively,RB
polite,JJ
friendly,JJ
die,VB
death,NN
unhappy,JJ
Unwisely,RB
squeeze,NN
thanks,NNS
eloquent,NN
admired,VBD
curate,NN
referring,VBG
arrow,NN
ingenuous,JJ
countenance,NN
candid,JJ
thick,JJ
curly,RB
period,NN
cousins,NNS
Park,NNP
fervent,NN
undisguised,JJ
unashamed,JJ
matter-of-course,JJ
Beatrice,NNP
Queenborough,NNP
heiress,NN
wealthy,JJ
shipowner,NN
Wagstaff,NNP
Bart,NNP
Eleanor,NNP
advances,NNS
fancy,NN
mere,JJ
remarkable,NN
covert,JJ
indirect,JJ
Trix,NNP
witty,RB
displaying,VBG
material,NN
heartlessness,NN
attributes,NNS
challenge,VBP
self-respecting,JJ
fatal,JJ
obstacle,NN
From,IN
heiresses,NNS
shrink,VB
year,NN
reported,JJ
amount,NN
dot,NN
distrusts,VBZ
motives,NNS
relatives,NNS
distrust,VBP
Stanton,NNP
Rippleby,NNP
swear,VB
tender,NN
meaning,NN
reduced,VBD
concessions,NNS
natural,JJ
minimum,NN
desire,NN
scalps,NNS
affixed,VBN
belt,NN
hearts,NNS
poem,NN
Homburg,NNP
autumn,NN
otherwise,RB
Ives,NNP
rush,VB
fate,NN
possibility,NN
hostess,NN
distressed,VBN
pity,NN
preparing,VBG
seriously,RB
wickedness,NN
trifling,VBG
whereupon,NN
maintained,VBD
bowing,JJ
endangered,VBD
Algy,NNP
prudent,JJ
resolutions,NNS
Canadian,JJ
canoe,NN
demonstration,NN
perturbed,VBD
billiards,NNS
defeat,VB
games,NNS
immaterial,JJ
service,NN
parish,JJ
relevant,JJ
weakly,RB
bait,NN
airily,RB
remarking,VBG
ceremony,NN
soda,NN
companion,NN
apologized,VBD
sermon,NN
unwritten,JJ
grimly,RB
discourse,NN
wishes,NNS
appropriate,JJ
preach,VB
thoughtfully,RB
wealth,NN
resolution,NN
Sunday,NNP
ignore,VB
personal,JJ
application,NN
main,JJ
burden,NN
fortunate,JJ
possess,VB
fidgeted,JJ
Prayer-book,NN
promoting,VBG
union,NN
richly,JJ
endowed,VBN
alas,UH
barrier,NN
fellow-creatures,NNS
recourse,NN
smelling-bottle,JJ
waxing,VBG
rhetorical,JJ
imaginary,JJ
bloated,VBD
capitalist,NN
money,NN
intrusted,VBN
shared,VBN
snigger,NN
slight,JJ
waver,NN
lines,NNS
replied,VBD
demurely,RB
dint,NN
becoming,VBG
confidentially,RB
snub,VB
sacrifice,NN
involved,VBN
amuse,VB
Dear,NNP
Marquis,NNP
Newhaven,NNP
acquainted,VBN
praying,VBG
given,VBN
general,JJ
inconvenient,JJ
communication,NN
writer,NN
preceding,NN
affected,VBD
speedily,RB
vanished,VBD
lunch,NN
cheerful,JJ
chap,NN
House,NNP
plowed,VBD
twice,RB
Smalls,NNP
stumpy,JJ
barring,VBG
smitten,VBN
tobacconist,NN
Corn,NNP
RIGHT,NNP
pushing,VBG
chair,NN
appease,NN
sternly,RB
diffidence,NN
coram,NN
populo,NN
stroll,NN
west,NN
stairs,NN
ventured,VBD
haughtily,RB
Were,WRB
gracious,NN
mamma,NN
atrocious,JJ
humors,NNS
Fortunately,RB
Bible,JJ
class,NN
spell,NN
letter-writing,NN
Lawn,NNP
flannels,NNS
Mark,NN
Look,NN
distinguished,VBN
unornamental,JJ
displeased,VBN
remonstrance,NN
whisked,VBD
vision,NN
approaching,VBG
aghast,NN
owing,VBG
chivalry,NN
sending,VBG
balls,NNS
well-known,JJ
maxim,NN
pound,NN
beat,VBP
exultant,JJ
perfect,JJ
separated,VBN
hymns,NN
impossible,JJ
presumption,NN
Difficult,NN
disconsolate,NN
relented,VBN
express,VB
brightened,VBD
uncharitable,JJ
-but,JJ
adrift,NN
freezing,JJ
civility,NN
disguised,JJ
disdain,NN
assiduity,NN
sunshine,NN
prosperous,JJ
uneventful,JJ
wooing,NN
fun,NN
phrased,VBD
settle,VB
likes,VBZ
During,IN
healing,VBG
wounded,JJ
strict,JJ
parochial,JJ
duties,NNS
restricted,VBD
exclaiming,VBG
propos,NN
particular,JJ
Thursday,NNP
event,NN
significance,NN
unperceived,JJ
important,JJ
results,NNS
Wentworth,NNP
competence,NN
vivacious,JJ
sympathized,VBD
anxieties,NNS
devotedness,NN
desolation,NN
chat,NN
strongly,RB
satisfy,VB
plying,VBG
soothing,JJ
balm,NN
cook,NN
shook,VB
greatest,JJS
effusion,NN
buried,VBN
unkindness,NN
mistaken,VBN
effort,NN
engross,VB
docilely,RB
introduced,VBD
exemplary,JJ
relaxed,VBD
condescended,VBD
cross-examine,JJ
morals,NNS
manners,NNS
noble,JJ
soup,NN
ambitions,NNS
joint,JJ
struggles,NNS
Carlyle,NNP
intervention,NN
sauce,NN
derived,VBD
studying,VBG
conduct,NN
unnatural,JJ
circumstances,NNS
hit,NN
loss,NN
puffing,VBG
constancy,NN
text,NN
reflectively,RB
afforded,VBD
entertainment,NN
secured,VBD
worth,JJ
description,NN
wonderful,JJ
gift,NN
essence,NN
crown,NN
womanliness,NN
plainly,RB
according,VBG
bearing,NN
honorably,RB
gracefully,RB
clearly,RB
apostrophizing,VBG
impersonation,NN
profit,NN
climax,NN
familiarity,NN
notwithstanding,VBG
tossed,VBD
horrid,JJ
stuff,NN
ensuing,VBG
constant,JJ
illness,NN
stranded,VBD
hospitality,NN
roof,NN
drama,NN
genially,RB
indifferent,JJ
partner,NN
absentee,NN
beneath,IN
lose,VB
transiently,NN
vague,JJ
retribution,NN
disposed,VBD
complacency,NN
induced,VBN
spectacle,NN
receiving,VBG
punishment,NN
booted,VBN
breeched,VBN
horse,NN
petulantly,RB
lake,NN
Is,VBZ
mischief,NN
choosing,VBG
disregard,VB
coaxing,JJ
promise,NN
dainty,NN
prettiness,NN
afresh,VB
hesitated,VBD
tempter,NN
safe,JJ
shuffled,VBD
minds,VBZ
compromise,NN
satisfactory,NN
undeceived,VBN
timidly,RB
access,NN
uncontrollable,JJ
annoyance,NN
sheered,VBD
shamefacedness,NN
apparent,JJ
rash,NN
coldest,NN
voices,NNS
starting,VBG
apologetically,RB
inquiring,VBG
flushing,VBG
changed,VBD
lightning,NN
aflame,NN
lie,NN
defiantly,RB
act,VB
extravagantly,RB
attentive,JJ
markedly,RB
neglectful,JJ
fitted,VBD
theory,NN
stately,JJ
remarks,NNS
superfluity,NN
laudation,NN
these,DT
distinguishing,VBG
marks,NNS
rivalry,NN
well-bred,JJ
praise,VB
accorded,VBN
attained,VBD
altitude,NN
flirtation,NN
poverty,NN
forces,NNS
over-flippant,JJ
staid,NN
quasi-maternal,JJ
intensely,RB
aims,NNS
despairingly,RB
irritably,RB
simple,JJ
jealousy,NN
horrible,JJ
recuperative,JJ
game,NN
Accident,NN
glimpse,NN
running,VBG
Entering,VBG
library,NN
declaring,VBG
entrance,NN
abruptly,RB
formidable,JJ
Withdrawing,VBG
argued,VBD
probability,NN
lecture,NN
command,NN
patience,NN
monopolize,VB
grace,NN
extending,VBG
underwent,JJ
trying,VBG
galling,VBG
premature,JJ
fascinations,NNS
indubitably,RB
re-enacted,JJ
denouement,NN
forgotten,VBN
forsaken,NN
armor,NN
contending,VBG
favors,NNS
domination,NN
obscure,JJ
poverty-stricken,JJ
hopelessly,RB
ineligible,JJ
qualities,NNS
reluctant,JJ
aunt,NN
Kent,NNP
Saturday,NNP
arrangements,NNS
noon,NN
stamped,VBD
fiery,NN
whit,NN
plainer,NN
plates,NNS
Events,NNS
supplementing,VBG
actors,NNS
solemn,NN
warning,VBG
conveyed,VBN
intimation,NN
greatly,RB
daring,VBG
immediately,RB
basket,NN
comforts,NNS
annoyed,VBN
accompany,VB
walkers,NNS
invisible,JJ
contrivance,NN
consumed,VBD
measure,NN
paced,VBD
fronting,VBG
steady,JJ
indescribable,JJ
highly,RB
nervously,RB
ignored,VBD
discarded,VBD
realizing,VBG
crisis,NN
imminent,JJ
losing,VBG
round-about,JJ
seductions,NNS
laying,VBG
blurting,VBG
wiser,JJR
shake,VB
detaining,NN
pursue,VB
lonely,JJ
ultimately,RB
sneezed,VBN
mingled,JJ
cheeks,NN
shining,VBG
piquancy,NN
unwonted,JJ
overcame,VBD
stumble,VB
